39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
29525	c.1.15.3	d1bhwa_	1bhw	A	[]	PF01261
29526	c.1.15.3	d1bhwb_	1bhw	B	[]	PF01261
29527	c.1.15.3	d1bhwc_	1bhw	C	[]	PF01261
29528	c.1.15.3	d1bhwd_	1bhw	D	[]	PF01261
30584	c.3.1.5	d1bhya2	1bhy	A	['276-400']	PF07992
30583	c.3.1.5	d1bhya1	1bhy	A	['117-275', '401-470']	PF07992
40213	d.87.1.1	d1bhya3	1bhy	A	['471-598']	PF07992
36386	d.2.1.2	d1bhza_	1bhz	A	[]	PF00062
16202	a.4.5.24	d1bi0a1	1bi0	A	['4-64']	PF01325
18408	a.76.1.1	d1bi0a2	1bi0	A	['65-140']	PF01325
24453	b.34.1.2	d1bi0a3	1bi0	A	['148-226']	PF01325
16196	a.4.5.24	d1bi1a1	1bi1	A	['4-64']	PF01325
18402	a.76.1.1	d1bi1a2	1bi1	A	['65-140']	PF01325
24449	b.34.1.2	d1bi1a3	1bi1	A	['148-225']	PF01325
16197	a.4.5.24	d1bi2a1	1bi2	A	['3-64']	PF01325
18403	a.76.1.1	d1bi2a2	1bi2	A	['65-140']	PF01325
24452	b.34.1.2	d1bi2a3	1bi2	A	['148-225']	PF01325
16198	a.4.5.24	d1bi2b1	1bi2	B	['3-64']	PF01325
18404	a.76.1.1	d1bi2b2	1bi2	B	['65-140']	PF01325
16199	a.4.5.24	d1bi3a1	1bi3	A	['4-64']	PF01325
18405	a.76.1.1	d1bi3a2	1bi3	A	['65-140']	PF01325
24451	b.34.1.2	d1bi3a3	1bi3	A	['148-225']	PF01325
16200	a.4.5.24	d1bi3b1	1bi3	B	['4-64']	PF01325
18406	a.76.1.1	d1bi3b2	1bi3	B	['65-140']	PF01325
33666	c.55.3.2	d1bi4a_	1bi4	A	[]	PF00665
33667	c.55.3.2	d1bi4b_	1bi4	B	[]	PF00665
33668	c.55.3.2	d1bi4c_	1bi4	C	[]	PF00665
35986	c.95.1.2	d1bi5a2	1bi5	A	['236-389']	PF00195
35985	c.95.1.2	d1bi5a1	1bi5	A	['1-235']	PF00195
41619	d.144.1.7	d1bi7a_	1bi7	A	[]	PF00069
41617	d.144.1.7	d1bi8a_	1bi8	A	[]	PF00069
19158	d.211.1.1	d1bi8b_	1bi8	B	[]	PF12796
41618	d.144.1.7	d1bi8c_	1bi8	C	[]	PF00069
19159	d.211.1.1	d1bi8d_	1bi8	D	[]	PF12796
35337	c.82.1.1	d1bi9a_	1bi9	A	[]	PF00171
35338	c.82.1.1	d1bi9b_	1bi9	B	[]	PF00171
35339	c.82.1.1	d1bi9c_	1bi9	C	[]	PF00171
35340	c.82.1.1	d1bi9d_	1bi9	D	[]	PF00171
16083	a.4.5.1	d1biaa1	1bia	A	['1-63']	PF08279
24447	b.34.1.1	d1biaa2	1bia	A	['271-317']	PF08279
40787	d.104.1.2	d1biaa3	1bia	A	['64-270']	PF08279
16084	a.4.5.1	d1biba1	1bib	A	['2-63']	PF08279
24448	b.34.1.1	d1biba2	1bib	A	['271-317']	PF08279
40788	d.104.1.2	d1biba3	1bib	A	['64-270']	PF08279
27854	b.74.1.1	d1bica_	1bic	A	[]	PF00194
40960	d.117.1.1	d1bida_	1bid	A	[]	PF00303
31961	c.37.1.7	d1bifa1	1bif	A	['37-249']	PF01591
34003	c.60.1.4	d1bifa2	1bif	A	['250-468']	PF01591
21752	b.1.1.4	d1biha1	1bih	A	['5-98']	PF13927
21753	b.1.1.4	d1biha2	1bih	A	['99-209']	PF13927
21754	b.1.1.4	d1biha3	1bih	A	['210-306']	PF13927
21755	b.1.1.4	d1biha4	1bih	A	['307-395']	PF13927
21756	b.1.1.4	d1bihb1	1bih	B	['5-98']	PF13927
21757	b.1.1.4	d1bihb2	1bih	B	['99-209']	PF13927
21758	b.1.1.4	d1bihb3	1bih	B	['210-306']	PF13927
21759	b.1.1.4	d1bihb4	1bih	B	['307-395']	PF13927
20843	b.1.1.2	d1biia1	1bii	A	['182-274']	PF00129
38311	d.19.1.1	d1biia2	1bii	A	['1-181']	PF00129
20844	b.1.1.2	d1biib_	1bii	B	[]	PF07654
15345	a.1.1.2	d1bija_	1bij	A	[]	PF00042
15524	a.1.1.2	d1bijb_	1bij	B	[]	PF00042
15346	a.1.1.2	d1bijc_	1bij	C	[]	PF00042
15525	a.1.1.2	d1bijd_	1bij	D	[]	PF00042
26872	b.50.1.2	d1bila_	1bil	A	[]	PF00026
26873	b.50.1.2	d1bilb_	1bil	B	[]	PF00026
26875	b.50.1.2	d1bima_	1bim	A	[]	PF00026
26876	b.50.1.2	d1bimb_	1bim	B	[]	PF00026
15231	a.1.1.2	d1bina_	1bin	A	[]	PF00042
15232	a.1.1.2	d1binb_	1bin	B	[]	PF00042
26314	b.47.1.2	d1bioa_	1bio	A	[]	PF00089
17825	a.52.1.2	d1bipa_	1bip	A	[]	PF00234
16786	a.25.1.2	d1biqa_	1biq	A	[]	PF00268
16787	a.25.1.2	d1biqb_	1biq	B	[]	PF00268
36083	d.1.1.4	d1bira_	1bir	A	[]	PF00545
36084	d.1.1.4	d1birb_	1bir	B	[]	PF00545
33650	c.55.3.2	d1bisa_	1bis	A	[]	PF00665
33651	c.55.3.2	d1bisb_	1bis	B	[]	PF00665
26008	b.47.1.2	d1bita_	1bit	A	[]	PF00089
33663	c.55.3.2	d1biua_	1biu	A	[]	PF00665
33664	c.55.3.2	d1biub_	1biu	B	[]	PF00665
33665	c.55.3.2	d1biuc_	1biu	C	[]	PF00665
40384	d.92.1.11	d1biwa_	1biw	A	[]	PF00413
40385	d.92.1.11	d1biwb_	1biw	B	[]	PF00413
41781	d.151.1.1	d1bixa_	1bix	A	[]	PF03372
35863	c.94.1.2	d1biya1	1biy	A	['1-333']	PF00405
35864	c.94.1.2	d1biya2	1biy	A	['334-689']	PF00405
33652	c.55.3.2	d1biza_	1biz	A	[]	PF00665
33653	c.55.3.2	d1bizb_	1biz	B	[]	PF00665
42341	d.169.1.1	d1bj3a_	1bj3	A	[]	PF00059
42342	d.169.1.1	d1bj3b_	1bj3	B	[]	PF00059
34479	c.67.1.4	d1bj4a_	1bj4	A	[]	PF00464
19369	a.126.1.1	d1bj5a1	1bj5	A	['3-196']	PF00273
19370	a.126.1.1	d1bj5a2	1bj5	A	['197-388']	PF00273
19371	a.126.1.1	d1bj5a3	1bj5	A	['389-584']	PF00273
27113	b.60.1.1	d1bj7a_	1bj7	A	[]	PF00061
22070	b.1.2.1	d1bj8a1	1bj8	A	['3-109']	PF00041
18636	a.93.1.1	d1bj9a_	1bj9	A	[]	PF00141
16122	a.4.5.9	d1bjaa_	1bja	A	[]	PF09114
16123	a.4.5.9	d1bjab_	1bja	B	[]	PF09114
15197	a.1.1.2	d1bjea_	1bje	A	[]	PF00042
17331	a.39.1.5	d1bjfa_	1bjf	A	[]	PF13833
17332	a.39.1.5	d1bjfb_	1bjf	B	[]	PF13833
40977	d.117.1.1	d1bjga_	1bjg	A	[]	PF00303
27558	b.68.1.1	d1bjia_	1bji	A	[]	PF00064
19530	a.133.1.2	d1bjja_	1bjj	A	[]	PF00068
19531	a.133.1.2	d1bjjb_	1bjj	B	[]	PF00068
19532	a.133.1.2	d1bjjc_	1bjj	C	[]	PF00068
19533	a.133.1.2	d1bjjd_	1bjj	D	[]	PF00068
19534	a.133.1.2	d1bjje_	1bjj	E	[]	PF00068
19535	a.133.1.2	d1bjjf_	1bjj	F	[]	PF00068
25649	b.43.4.2	d1bjka1	1bjk	A	['9-141']	PF00175
31539	c.25.1.1	d1bjka2	1bjk	A	['142-303']	PF00175
34469	c.67.1.4	d1bjna_	1bjn	A	[]	PF00266
34470	c.67.1.4	d1bjnb_	1bjn	B	[]	PF00266
34471	c.67.1.4	d1bjoa_	1bjo	A	[]	PF00266
34472	c.67.1.4	d1bjob_	1bjo	B	[]	PF00266
39826	d.80.1.1	d1bjpa_	1bjp	A	[]	PF01361
39827	d.80.1.1	d1bjpb_	1bjp	B	[]	PF01361
39828	d.80.1.1	d1bjpc_	1bjp	C	[]	PF01361
39829	d.80.1.1	d1bjpd_	1bjp	D	[]	PF01361
39830	d.80.1.1	d1bjpe_	1bjp	E	[]	PF01361
24117	b.29.1.1	d1bjqa_	1bjq	A	[]	PF00139
24118	b.29.1.1	d1bjqb_	1bjq	B	[]	PF00139
24119	b.29.1.1	d1bjqc_	1bjq	C	[]	PF00139
24120	b.29.1.1	d1bjqd_	1bjq	D	[]	PF00139
24121	b.29.1.1	d1bjqe_	1bjq	E	[]	PF00139
24122	b.29.1.1	d1bjqf_	1bjq	F	[]	PF00139
24123	b.29.1.1	d1bjqg_	1bjq	G	[]	PF00139
24124	b.29.1.1	d1bjqh_	1bjq	H	[]	PF00139
32555	c.41.1.1	d1bjre_	1bjr	E	[]	PF00082
25885	b.47.1.2	d1bjua_	1bju	A	[]	PF00089
25894	b.47.1.2	d1bjva_	1bjv	A	[]	PF00089
34349	c.67.1.1	d1bjwa_	1bjw	A	[]	PF00155
34350	c.67.1.1	d1bjwb_	1bjw	B	[]	PF00155
16065	a.4.1.9	d1bjza1	1bjz	A	['3-67']	PF00440
19242	a.121.1.1	d1bjza2	1bjz	A	['68-208']	PF00440
28118	b.82.2.1	d1bk0a_	1bk0	A	[]	PF14226
24340	b.29.1.11	d1bk1a_	1bk1	A	[]	PF00457
24495	b.34.2.1	d1bk2a_	1bk2	A	[]	PF00018
19130	a.118.1.1	d1bk5a_	1bk5	A	[]	PF00514
19131	a.118.1.1	d1bk5b_	1bk5	B	[]	PF00514
19133	a.118.1.1	d1bk6a_	1bk6	A	[]	PF00514
19134	a.118.1.1	d1bk6b_	1bk6	B	[]	PF00514
41121	d.124.1.1	d1bk7a_	1bk7	A	[]	PF00445
19527	a.133.1.2	d1bk9a_	1bk9	A	[]	PF00068
35852	c.94.1.2	d1bkaa1	1bka	A	['4-334']	PF00405
35853	c.94.1.2	d1bkaa2	1bka	A	['335-691']	PF00405
24609	b.34.5.2	d1bkba1	1bkb	A	['4-74']	PF08207
25341	b.40.4.5	d1bkba2	1bkb	A	['75-139']	PF08207
40331	d.92.1.10	d1bkca_	1bkc	A	[]	PF13688
40332	d.92.1.10	d1bkcc_	1bkc	C	[]	PF13688
40333	d.92.1.10	d1bkce_	1bkc	E	[]	PF13688
40334	d.92.1.10	d1bkci_	1bkc	I	[]	PF13688
31993	c.37.1.8	d1bkdr_	1bkd	R	[]	PF00071
19111	a.117.1.1	d1bkds_	1bkd	S	[]	PF00618
19387	a.126.1.1	d1bkea1	1bke	A	['4-196']	PF00273
19388	a.126.1.1	d1bkea2	1bke	A	['197-388']	PF00273
19389	a.126.1.1	d1bkea3	1bke	A	['389-584']	PF00273
38382	d.26.1.1	d1bkfa_	1bkf	A	[]	PF00254
34351	c.67.1.1	d1bkga_	1bkg	A	[]	PF00155
34352	c.67.1.1	d1bkgb_	1bkg	B	[]	PF00155
34353	c.67.1.1	d1bkgc_	1bkg	C	[]	PF00155
34354	c.67.1.1	d1bkgd_	1bkg	D	[]	PF00155
29238	c.1.11.2	d1bkha1	1bkh	A	['131-372']	PF02746
38882	d.54.1.1	d1bkha2	1bkh	A	['4-130']	PF02746
29239	c.1.11.2	d1bkhb1	1bkh	B	['131-372']	PF02746
38883	d.54.1.1	d1bkhb2	1bkh	B	['4-130']	PF02746
29240	c.1.11.2	d1bkhc1	1bkh	C	['131-372']	PF02746
38884	d.54.1.1	d1bkhc2	1bkh	C	['4-130']	PF02746
40243	d.90.1.1	d1bkja_	1bkj	A	[]	PF00881
40244	d.90.1.1	d1bkjb_	1bkj	B	[]	PF00881
40428	d.93.1.1	d1bkla1	1bkl	A	['3-106']	PF00017
40426	d.93.1.1	d1bkma_	1bkm	A	[]	PF00017
37568	d.14.1.3	d1bkna1	1bkn	A	['217-331']	PF13589
41109	d.122.1.2	d1bkna2	1bkn	A	['20-216']	PF13589
37569	d.14.1.3	d1bknb1	1bkn	B	['617-731']	PF13589
41110	d.122.1.2	d1bknb2	1bkn	B	['420-616']	PF13589
41036	d.117.1.1	d1bkoa_	1bko	A	[]	PF00303
41037	d.117.1.1	d1bkob_	1bko	B	[]	PF00303
41038	d.117.1.1	d1bkoc_	1bko	C	[]	PF00303
41039	d.117.1.1	d1bkod_	1bko	D	[]	PF00303
41029	d.117.1.1	d1bkpa_	1bkp	A	[]	PF00303
41030	d.117.1.1	d1bkpb_	1bkp	B	[]	PF00303
17394	a.40.1.1	d1bkra_	1bkr	A	[]	PF00307
28585	c.1.2.4	d1bksa_	1bks	A	[]	PF00290
35285	c.79.1.1	d1bksb_	1bks	B	[]	PF00291
30343	c.3.1.2	d1bkwa1	1bkw	A	['1-173', '276-391']	PF01494
37874	d.16.1.2	d1bkwa2	1bkw	A	['174-275']	PF01494
41633	d.144.1.7	d1bkxa_	1bkx	A	[]	PF00069
34214	c.66.1.25	d1bkya_	1bky	A	[]	PF01358
24202	b.29.1.3	d1bkza_	1bkz	A	[]	PF00337
24203	b.29.1.3	d1bkzb_	1bkz	B	[]	PF00337
16053	a.4.1.8	d1bl0a1	1bl0	A	['9-62']	PF12833
16054	a.4.1.8	d1bl0a2	1bl0	A	['63-124']	PF12833
33655	c.55.3.2	d1bl3a_	1bl3	A	[]	PF00665
33656	c.55.3.2	d1bl3b_	1bl3	B	[]	PF00665
33657	c.55.3.2	d1bl3c_	1bl3	C	[]	PF00665
38393	d.26.1.1	d1bl4a_	1bl4	A	[]	PF00254
38394	d.26.1.1	d1bl4b_	1bl4	B	[]	PF00254
35083	c.77.1.1	d1bl5a_	1bl5	A	[]	PF00180
41647	d.144.1.7	d1bl6a_	1bl6	A	[]	PF00069
41648	d.144.1.7	d1bl7a_	1bl7	A	[]	PF00069
15947	a.3.1.2	d1bl9a1	1bl9	A	['7-117']	PF13442
27706	b.70.2.1	d1bl9a2	1bl9	A	['118-543']	PF13442
15948	a.3.1.2	d1bl9b1	1bl9	B	['7-117']	PF13442
27707	b.70.2.1	d1bl9b2	1bl9	B	['118-543']	PF13442
25502	b.42.1.1	d1blaa_	1bla	A	[]	PF00167
23606	b.11.1.1	d1blba1	1blb	A	['6-85']	PF00030
23607	b.11.1.1	d1blba2	1blb	A	['86-175']	PF00030
23608	b.11.1.1	d1blbb1	1blb	B	['2-85']	PF00030
23609	b.11.1.1	d1blbb2	1blb	B	['86-175']	PF00030
23610	b.11.1.1	d1blbc1	1blb	C	['8-85']	PF00030
23611	b.11.1.1	d1blbc2	1blb	C	['86-175']	PF00030
23612	b.11.1.1	d1blbd1	1blb	D	['4-85']	PF00030
23613	b.11.1.1	d1blbd2	1blb	D	['86-175']	PF00030
25503	b.42.1.1	d1blda_	1bld	A	[]	PF00167
32475	c.38.1.1	d1blea_	1ble	A	[]	PF03830
35859	c.94.1.2	d1blfa1	1blf	A	['5-333']	PF00405
35860	c.94.1.2	d1blfa2	1blf	A	['334-689']	PF00405
27715	b.71.1.1	d1blia1	1bli	A	['394-483']	PF00128
28702	c.1.8.1	d1blia2	1bli	A	['3-393']	PF00128
40524	d.93.1.1	d1blja_	1blj	A	[]	PF00017
40523	d.93.1.1	d1blka_	1blk	A	[]	PF00017
33170	c.50.1.1	d1blle1	1bll	E	['1-159']	PF00883
33833	c.56.5.3	d1blle2	1bll	E	['160-484']	PF00883
17240	a.39.1.5	d1blqa_	1blq	A	[]	PF13833
27208	b.60.1.2	d1blra_	1blr	A	[]	PF00061
38948	d.58.1.1	d1blua_	1blu	A	[]	PF00037
41079	d.120.1.1	d1blva_	1blv	A	[]	PF00173
41596	d.144.1.7	d1blxa_	1blx	A	[]	PF00069
19160	d.211.1.1	d1blxb_	1blx	B	[]	PF12796
28120	b.82.2.1	d1blza_	1blz	A	[]	PF14226
19348	a.126.1.1	d1bm0a1	1bm0	A	['5-196']	PF00273
19349	a.126.1.1	d1bm0a2	1bm0	A	['197-388']	PF00273
19350	a.126.1.1	d1bm0a3	1bm0	A	['389-582']	PF00273
19351	a.126.1.1	d1bm0b1	1bm0	B	['5-196']	PF00273
19352	a.126.1.1	d1bm0b2	1bm0	B	['197-388']	PF00273
19353	a.126.1.1	d1bm0b3	1bm0	B	['389-582']	PF00273
40467	d.93.1.1	d1bm2a_	1bm2	A	[]	PF00017
20067	b.1.1.1	d1bm3h1	1bm3	H	['1-125']	PF07654
21099	b.1.1.2	d1bm3h2	1bm3	H	['126-227']	PF07654
27207	b.60.1.2	d1bm5a_	1bm5	A	[]	PF00061
40395	d.92.1.11	d1bm6a_	1bm6	A	[]	PF00413
22589	b.3.4.1	d1bm7a_	1bm7	A	[]	PF00576
22590	b.3.4.1	d1bm7b_	1bm7	B	[]	PF00576
38528	d.34.1.1	d1bm8a_	1bm8	A	[]	PF04383
16116	a.4.5.7	d1bm9a_	1bm9	A	[]	PF02334
16117	a.4.5.7	d1bm9b_	1bm9	B	[]	PF02334
26254	b.47.1.2	d1bmaa_	1bma	A	[]	PF00089
40466	d.93.1.1	d1bmba_	1bmb	A	[]	PF00017
42038	d.157.1.1	d1bmca_	1bmc	A	[]	PF00753
30139	c.2.1.5	d1bmda1	1bmd	A	['0-154']	PF00056
42106	d.162.1.1	d1bmda2	1bmd	A	['155-332']	PF00056
30140	c.2.1.5	d1bmdb1	1bmd	B	['0-154']	PF00056
42107	d.162.1.1	d1bmdb2	1bmd	B	['155-332']	PF00056
18281	a.69.1.1	d1bmfa1	1bmf	A	['380-510']	PF02874
26446	b.49.1.1	d1bmfa2	1bmf	A	['24-94']	PF02874
32326	c.37.1.11	d1bmfa3	1bmf	A	['95-379']	PF02874
18282	a.69.1.1	d1bmfb1	1bmf	B	['380-510']	PF02874
26447	b.49.1.1	d1bmfb2	1bmf	B	['24-94']	PF02874
32327	c.37.1.11	d1bmfb3	1bmf	B	['95-379']	PF02874
18283	a.69.1.1	d1bmfc1	1bmf	C	['380-510']	PF02874
26448	b.49.1.1	d1bmfc2	1bmf	C	['19-94']	PF02874
32328	c.37.1.11	d1bmfc3	1bmf	C	['95-379']	PF02874
18284	a.69.1.1	d1bmfd1	1bmf	D	['358-475']	PF02874
26449	b.49.1.1	d1bmfd2	1bmf	D	['9-81']	PF02874
32329	c.37.1.11	d1bmfd3	1bmf	D	['82-357']	PF02874
18285	a.69.1.1	d1bmfe1	1bmf	E	['358-474']	PF02874
26450	b.49.1.1	d1bmfe2	1bmf	E	['9-81']	PF02874
32330	c.37.1.11	d1bmfe3	1bmf	E	['82-357']	PF02874
18286	a.69.1.1	d1bmff1	1bmf	F	['358-474']	PF02874
26451	b.49.1.1	d1bmff2	1bmf	F	['9-81']	PF02874
32331	c.37.1.11	d1bmff3	1bmf	F	['82-357']	PF02874
33160	c.49.2.1	d1bmfg_	1bmf	G	[]	PF00231
20667	b.1.1.2	d1bmga_	1bmg	A	[]	PF07654
41644	d.144.1.7	d1bmka_	1bmk	A	[]	PF00069
26372	b.47.1.2	d1bmla_	1bml	A	[]	PF00089
26373	b.47.1.2	d1bmlb_	1bml	B	[]	PF00089
17193	a.39.1.3	d1bmoa1	1bmo	A	['136-286']	PF09289
17194	a.39.1.3	d1bmob1	1bmo	B	['136-286']	PF09289
40082	d.85.1.1	d1bmsa_	1bms	A	[]	PF01819
40083	d.85.1.1	d1bmsb_	1bms	B	[]	PF01819
40084	d.85.1.1	d1bmsc_	1bms	C	[]	PF01819
17757	a.46.1.1	d1bmta1	1bmt	A	['651-740']	PF02607
31235	c.23.6.1	d1bmta2	1bmt	A	['741-896']	PF02607
17758	a.46.1.1	d1bmtb1	1bmt	B	['651-740']	PF02607
31236	c.23.6.1	d1bmtb2	1bmt	B	['741-896']	PF02607
23217	b.7.3.1	d1bmwa_	1bmw	A	[]	PF01357
22579	b.3.4.1	d1bmza_	1bmz	A	[]	PF00576
22580	b.3.4.1	d1bmzb_	1bmz	B	[]	PF00576
27886	b.74.1.1	d1bn1a_	1bn1	A	[]	PF00194
27905	b.74.1.1	d1bn3a_	1bn3	A	[]	PF00194
27878	b.74.1.1	d1bn4a_	1bn4	A	[]	PF00194
16224	a.4.5.25	d1bn5a1	1bn5	A	['375-448']	PF00557
41161	d.127.1.1	d1bn5a2	1bn5	A	['110-374', '449-478']	PF00557
34678	c.69.1.8	d1bn6a_	1bn6	A	[]	PF00561
34677	c.69.1.8	d1bn7a_	1bn7	A	[]	PF00561
28022	b.80.1.1	d1bn8a_	1bn8	A	[]	PF00544
28236	b.84.2.1	d1bnca1	1bnc	A	['331-446']	PF00289
31643	c.30.1.1	d1bnca2	1bnc	A	['1-114']	PF00289
41488	d.142.1.2	d1bnca3	1bnc	A	['115-330']	PF00289
28237	b.84.2.1	d1bncb1	1bnc	B	['331-448']	PF00289
31644	c.30.1.1	d1bncb2	1bnc	B	['1-114']	PF00289
41489	d.142.1.2	d1bncb3	1bnc	B	['115-330']	PF00289
36181	d.1.1.2	d1bnea_	1bne	A	[]	PF00545
36182	d.1.1.2	d1bneb_	1bne	B	[]	PF00545
36183	d.1.1.2	d1bnec_	1bne	C	[]	PF00545
36166	d.1.1.2	d1bnfa_	1bnf	A	[]	PF00545
36167	d.1.1.2	d1bnfb_	1bnf	B	[]	PF00545
36168	d.1.1.2	d1bnfc_	1bnf	C	[]	PF00545
36184	d.1.1.2	d1bnga_	1bng	A	[]	PF00545
36185	d.1.1.2	d1bngb_	1bng	B	[]	PF00545
36186	d.1.1.2	d1bngc_	1bng	C	[]	PF00545
36193	d.1.1.2	d1bnia_	1bni	A	[]	PF00545
36194	d.1.1.2	d1bnib_	1bni	B	[]	PF00545
36195	d.1.1.2	d1bnic_	1bni	C	[]	PF00545
36172	d.1.1.2	d1bnja_	1bnj	A	[]	PF00545
36173	d.1.1.2	d1bnjb_	1bnj	B	[]	PF00545
36174	d.1.1.2	d1bnjc_	1bnj	C	[]	PF00545
25765	b.46.1.2	d1bnka_	1bnk	A	[]	PF02245
27932	b.74.1.1	d1bnma_	1bnm	A	[]	PF00194
27912	b.74.1.1	d1bnna_	1bnn	A	[]	PF00194
18079	a.60.6.1	d1bnoa_	1bno	A	[]	PF14716
18080	a.60.6.1	d1bnpa_	1bnp	A	[]	PF14716
27920	b.74.1.1	d1bnqa_	1bnq	A	[]	PF00194
36206	d.1.1.2	d1bnra_	1bnr	A	[]	PF00545
36178	d.1.1.2	d1bnsa_	1bns	A	[]	PF00545
36179	d.1.1.2	d1bnsb_	1bns	B	[]	PF00545
36180	d.1.1.2	d1bnsc_	1bns	C	[]	PF00545
27903	b.74.1.1	d1bnta_	1bnt	A	[]	PF00194
27890	b.74.1.1	d1bnua_	1bnu	A	[]	PF00194
27913	b.74.1.1	d1bnva_	1bnv	A	[]	PF00194
27904	b.74.1.1	d1bnwa_	1bnw	A	[]	PF00194
37468	b.34.13.1	d1bnza_	1bnz	A	[]	PF02294
37433	d.9.1.1	d1bo0a_	1bo0	A	[]	PF00048
41591	d.143.1.2	d1bo1a_	1bo1	A	[]	PF01504
41592	d.143.1.2	d1bo1b_	1bo1	B	[]	PF01504
40798	d.108.1.1	d1bo4a_	1bo4	A	[]	PF00583
40799	d.108.1.1	d1bo4b_	1bo4	B	[]	PF00583
33541	c.55.1.4	d1bo5o1	1bo5	O	['2-253']	PF00370
33542	c.55.1.4	d1bo5o2	1bo5	O	['254-499']	PF00370
33543	c.55.1.4	d1bo5z1	1bo5	Z	['2-253']	PF00370
33544	c.55.1.4	d1bo5z2	1bo5	Z	['254-499']	PF00370
31946	c.37.1.5	d1bo6a_	1bo6	A	[]	PF00685
31947	c.37.1.5	d1bo6b_	1bo6	B	[]	PF00685
40997	d.117.1.1	d1bo7a_	1bo7	A	[]	PF00303
40994	d.117.1.1	d1bo8a_	1bo8	A	[]	PF00303
18146	a.65.1.1	d1bo9a_	1bo9	A	[]	PF00191
16226	a.4.5.25	d1boaa1	1boa	A	['375-448']	PF00557
41163	d.127.1.1	d1boaa2	1boa	A	['110-374', '449-478']	PF00557
40816	d.108.1.1	d1boba_	1bob	A	[]	PF10394
17155	a.39.1.1	d1boca_	1boc	A	[]	PF01023
17154	a.39.1.1	d1boda_	1bod	A	[]	PF01023
18217	a.66.1.1	d1bofa1	1bof	A	['61-181']	PF00503
32100	c.37.1.8	d1bofa2	1bof	A	['10-60', '182-354']	PF00503
20335	b.1.1.1	d1bogb1	1bog	B	['1-112']	PF07654
21327	b.1.1.2	d1bogb2	1bog	B	['113-213']	PF07654
32713	c.46.1.2	d1boha1	1boh	A	['1-149']	PF00581
32714	c.46.1.2	d1boha2	1boh	A	['150-293']	PF00581
32709	c.46.1.2	d1boia1	1boi	A	['8-149']	PF00581
32710	c.46.1.2	d1boia2	1boi	A	['150-293']	PF00581
34248	c.66.1.11	d1booa_	1boo	A	[]	PF01555
25797	b.47.1.1	d1boqa_	1boq	A	[]	PF00089
33537	c.55.1.4	d1boto1	1bot	O	['3-253']	PF00370
33538	c.55.1.4	d1boto2	1bot	O	['254-499']	PF00370
33539	c.55.1.4	d1botz1	1bot	Z	['2-253']	PF00370
33540	c.55.1.4	d1botz2	1bot	Z	['254-499']	PF00370
18521	a.88.1.1	d1boua_	1bou	A	[]	PF07746
33859	c.56.6.1	d1boub_	1bou	B	[]	PF02900
18522	a.88.1.1	d1bouc_	1bou	C	[]	PF07746
33860	c.56.6.1	d1boud_	1bou	D	[]	PF02900
39528	d.60.1.1	d1bowa1	1bow	A	['1-157']	PF06445
36038	d.1.1.2	d1boxa_	1box	A	[]	PF00545
21955	b.1.2.1	d1boya1	1boy	A	['3-106']	PF09294
21956	b.1.2.1	d1boya2	1boy	A	['107-213']	PF09294
34905	c.71.1.1	d1boza_	1boz	A	[]	PF00186
40993	d.117.1.1	d1bp0a_	1bp0	A	[]	PF00303
40026	d.83.1.1	d1bp1a1	1bp1	A	['1-217']	PF01273
40027	d.83.1.1	d1bp1a2	1bp1	A	['218-456']	PF01273
19585	a.133.1.2	d1bp2a_	1bp2	A	[]	PF00068
37011	d.3.1.1	d1bp4a_	1bp4	A	[]	PF00112
35892	c.94.1.2	d1bp5a_	1bp5	A	[]	PF00405
35893	c.94.1.2	d1bp5b_	1bp5	B	[]	PF00405
35894	c.94.1.2	d1bp5c_	1bp5	C	[]	PF00405
35895	c.94.1.2	d1bp5d_	1bp5	D	[]	PF00405
41000	d.117.1.1	d1bp6a_	1bp6	A	[]	PF00303
40568	d.95.2.1	d1bp7a_	1bp7	A	[]	PF00961
40569	d.95.2.1	d1bp7b_	1bp7	B	[]	PF00961
40570	d.95.2.1	d1bp7c_	1bp7	C	[]	PF00961
40571	d.95.2.1	d1bp7d_	1bp7	D	[]	PF00961
75811	a.60.12.1	d1bpba1	1bpb	A	['91-148']	PF10391
75812	d.218.1.2	d1bpba2	1bpb	A	['149-335']	PF10391
18073	a.60.6.1	d1bpda1	1bpd	A	['9-91']	PF14716
75813	a.60.12.1	d1bpda2	1bpd	A	['92-148']	PF14716
75814	d.218.1.2	d1bpda3	1bpd	A	['149-335']	PF14716
18076	a.60.6.1	d1bpea1	1bpe	A	['12-91']	PF14716
75815	a.60.12.1	d1bpea2	1bpe	A	['92-148']	PF14716
75816	d.218.1.2	d1bpea3	1bpe	A	['149-335']	PF14716
40996	d.117.1.1	d1bpja_	1bpj	A	[]	PF00303
27716	b.71.1.1	d1bplb1	1bpl	B	['394-482']	PF09154
33172	c.50.1.1	d1bpma2	1bpm	A	['1-159']	PF00883
33835	c.56.5.3	d1bpma1	1bpm	A	['160-484']	PF00883
33173	c.50.1.1	d1bpna2	1bpn	A	['1-159']	PF00883
33836	c.56.5.3	d1bpna1	1bpn	A	['160-484']	PF00883
19143	a.118.1.4	d1bpoa1	1bpo	A	['331-487']	PF01394
27670	b.69.6.1	d1bpoa2	1bpo	A	['1-330']	PF01394
